timestamp,src_ip,dst_ip,dst_port,syn_flag
1770702540.571291,104.17.91.187,10.1.91.172,53042,0
1770702540.5717468,10.1.91.172,104.17.91.187,443,0
1770702540.5753758,104.16.49.78,10.1.91.172,52232,0
1770702540.576526,109.176.239.69,10.1.91.172,59082,0
1770702540.577539,109.176.239.69,10.1.91.172,59082,0
1770702540.578686,109.176.239.69,10.1.91.172,59082,0
1770702540.5796795,10.1.91.172,109.176.239.69,443,0
1770702540.6015232,10.1.91.172,34.111.113.62,443,1
1770702540.6047878,10.1.91.172,34.200.97.200,443,0
1770702540.6055284,104.17.91.187,10.1.91.172,53042,0
1770702540.6061542,104.17.91.187,10.1.91.172,53042,0
1770702540.6066875,104.17.91.187,10.1.91.172,53042,0
1770702540.6073236,34.111.113.62,10.1.91.172,51650,0
1770702540.6079218,104.17.91.187,10.1.91.172,53042,0
1770702540.6098595,10.1.91.172,104.17.91.187,443,0
1770702540.6103258,10.1.91.172,34.111.113.62,443,0
1770702540.6257193,10.1.91.172,34.111.113.62,443,0
1770702540.626952,10.1.91.172,34.111.113.62,443,0
1770702540.6733837,104.16.49.78,10.1.91.172,52232,0
1770702540.6744983,104.16.49.78,10.1.91.172,52232,0
1770702540.6755908,104.16.49.78,10.1.91.172,52232,0
1770702540.676142,10.1.91.172,104.16.49.78,443,0
1770702540.6796064,10.1.91.172,104.17.91.187,443,0
1770702540.7007182,34.200.97.200,10.1.91.172,52758,0
1770702540.7022843,34.200.97.200,10.1.91.172,52758,0
1770702540.7063055,34.200.97.200,10.1.91.172,52758,0
1770702540.7072954,10.1.91.172,34.200.97.200,443,0
1770702540.7085998,34.200.97.200,10.1.91.172,52758,0
1770702540.7098422,104.16.49.78,10.1.91.172,52232,0
1770702540.7107894,34.111.113.62,10.1.91.172,51650,0
1770702540.7126298,10.1.91.172,104.16.49.78,443,0
1770702540.713869,10.1.91.172,34.200.97.200,443,0
1770702540.721489,10.1.91.172,34.200.97.200,443,0
1770702540.7224727,10.1.91.172,34.200.97.200,443,0
1770702540.7238839,34.111.113.62,10.1.91.172,51650,0
1770702540.7270012,10.1.91.172,34.111.113.62,443,0
1770702540.731471,34.111.113.62,10.1.91.172,51650,0
1770702540.732653,34.200.97.200,10.1.91.172,63785,0
1770702540.7370062,34.200.97.200,10.1.91.172,63785,0
1770702540.7386801,34.200.97.200,10.1.91.172,63785,0
1770702540.7393384,34.200.97.200,10.1.91.172,63785,0
1770702540.7398515,10.1.91.172,34.200.97.200,443,0
1770702540.7404468,10.1.91.172,34.200.97.200,443,0
1770702540.7409651,104.17.91.187,10.1.91.172,53042,0
1770702540.7427876,10.1.91.172,34.111.113.62,443,0
1770702540.7747822,10.1.91.172,52.203.72.142,443,1
1770702540.8130188,23.46.216.207,10.1.91.172,50891,0
1770702540.8138134,23.46.216.207,10.1.91.172,50891,0
1770702540.8145947,23.46.216.207,10.1.91.172,50891,0
1770702540.8150992,10.1.91.172,23.46.216.207,443,0
1770702540.8157728,34.200.97.200,10.1.91.172,52758,0
1770702540.8164525,34.200.97.200,10.1.91.172,52758,0
1770702540.8175018,34.200.97.200,10.1.91.172,52758,0
1770702540.8194091,10.1.91.172,34.200.97.200,443,0
1770702540.8199701,10.1.91.172,34.200.97.200,443,0
1770702540.820403,10.1.91.172,23.46.216.207,443,0
1770702540.820826,10.1.91.172,104.18.80.204,443,1
1770702540.8228998,34.200.97.200,10.1.91.172,52758,0
1770702540.8285873,104.18.80.204,10.1.91.172,63432,0
1770702540.829034,10.1.91.172,104.18.80.204,443,0
1770702540.8315935,10.1.91.172,104.18.80.204,443,0
1770702540.8330228,10.1.91.172,104.18.80.204,443,0
1770702540.8343363,10.1.91.172,34.200.97.200,443,0
1770702540.8349924,10.1.91.172,104.18.80.204,443,0
1770702540.835563,104.17.91.187,10.1.91.172,53042,0
1770702540.8361137,104.17.91.187,10.1.91.172,53042,0
1770702540.8366253,104.17.91.187,10.1.91.172,53042,0
1770702540.8371246,104.18.80.204,10.1.91.172,63432,0
1770702540.8375638,10.1.91.172,104.17.91.187,443,0
1770702540.8387637,104.18.80.204,10.1.91.172,63432,0
1770702540.839394,104.18.80.204,10.1.91.172,63432,0
1770702540.8406835,104.18.80.204,10.1.91.172,63432,0
1770702540.8416302,10.1.91.172,104.18.80.204,443,0
1770702540.8445468,10.1.91.172,104.18.80.204,443,0
1770702540.8458712,10.1.91.172,104.18.80.204,443,0
1770702540.8468351,104.18.80.204,10.1.91.172,63432,0
1770702540.8477511,104.18.80.204,10.1.91.172,63432,0
1770702540.8487086,104.18.80.204,10.1.91.172,63432,0
1770702540.8628857,34.200.97.200,10.1.91.172,63785,0
1770702540.8641236,34.200.97.200,10.1.91.172,63785,0
1770702540.8648806,52.203.72.142,10.1.91.172,50105,0
1770702540.8668897,10.1.91.172,34.200.97.200,443,0
1770702540.86781,10.1.91.172,52.203.72.142,443,0
1770702540.870273,10.1.91.172,52.203.72.142,443,0
1770702540.871545,10.1.91.172,52.203.72.142,443,0
1770702540.873853,74.162.106.40,10.1.91.172,53478,0
1770702540.8748894,74.162.106.40,10.1.91.172,53478,0
1770702540.8759093,10.1.91.172,74.162.106.40,443,0
1770702540.8883278,23.44.229.231,10.1.91.172,58483,0
1770702540.8899221,23.44.229.231,10.1.91.172,58483,0
1770702540.8909233,10.1.91.172,23.44.229.231,443,0
1770702540.8922362,23.44.229.231,10.1.91.172,58483,0
1770702540.8933923,23.44.229.231,10.1.91.172,58483,0
1770702540.894277,10.1.91.172,23.44.229.231,443,0
1770702540.895625,23.44.229.231,10.1.91.172,58483,0
1770702540.8972714,23.44.229.231,10.1.91.172,58483,0
1770702540.898325,10.1.91.172,23.44.229.231,443,0
1770702540.8997235,23.44.229.231,10.1.91.172,58483,0
1770702540.9010534,10.1.91.172,23.44.229.231,443,0
1770702540.90229,10.1.91.172,74.162.106.40,443,0
1770702540.903213,10.1.91.172,74.162.106.40,443,0
1770702540.9041228,10.1.91.172,52.203.72.142,443,1
1770702540.9079876,23.44.229.231,10.1.91.172,58483,0
1770702540.909414,23.44.229.231,10.1.91.172,58483,0
1770702540.9104805,10.1.91.172,23.44.229.231,443,0
1770702540.9118495,23.44.229.231,10.1.91.172,58483,0
1770702540.91452,23.44.229.231,10.1.91.172,58483,0
1770702540.9157188,10.1.91.172,23.44.229.231,443,0
1770702540.9168098,23.46.216.207,10.1.91.172,50891,0
1770702540.920629,23.44.229.231,10.1.91.172,58483,0
1770702540.9216125,10.1.91.172,23.44.229.231,443,0
1770702540.9235969,23.44.229.231,10.1.91.172,58483,0
1770702540.924957,10.1.91.172,23.44.229.231,443,0
1770702540.9267695,23.44.229.231,10.1.91.172,58483,0
1770702540.9276516,10.1.91.172,23.44.229.231,443,0
1770702540.9286544,23.44.229.231,10.1.91.172,58483,0
1770702540.9345326,10.1.91.172,23.44.229.231,443,0
1770702540.9377792,23.44.229.231,10.1.91.172,58483,0
1770702540.9399555,23.44.229.231,10.1.91.172,58483,0
1770702540.9411132,10.1.91.172,23.44.229.231,443,0
1770702540.9425147,23.44.229.231,10.1.91.172,58483,0
1770702540.9433866,34.200.97.200,10.1.91.172,52758,0
1770702540.9447327,23.44.229.231,10.1.91.172,58483,0
1770702540.9464412,10.1.91.172,23.44.229.231,443,0
1770702540.9478455,23.44.229.231,10.1.91.172,58483,0
1770702540.950415,23.44.229.231,10.1.91.172,58483,0
1770702540.9514115,10.1.91.172,23.44.229.231,443,0
1770702540.9527156,23.44.229.231,10.1.91.172,58483,0
1770702540.9540434,23.44.229.231,10.1.91.172,58483,0
1770702540.9577374,10.1.91.172,23.44.229.231,443,0
1770702540.9602025,23.44.229.231,10.1.91.172,58483,0
1770702540.963132,23.44.229.231,10.1.91.172,58483,0
1770702540.964561,10.1.91.172,23.44.229.231,443,0
1770702540.9690623,23.44.229.231,10.1.91.172,58483,0
1770702540.9859257,23.44.229.231,10.1.91.172,58483,0
1770702540.9874654,10.1.91.172,23.44.229.231,443,0
1770702540.990905,23.44.229.231,10.1.91.172,58483,0
1770702540.992177,10.1.91.172,23.44.229.231,443,0
1770702540.9936693,104.18.80.204,10.1.91.172,63432,0
1770702540.9945316,23.44.229.231,10.1.91.172,58483,0
1770702540.9957023,10.1.91.172,23.44.229.231,443,0
1770702540.9974139,23.44.229.231,10.1.91.172,58483,0
1770702540.9982142,10.1.91.172,23.44.229.231,443,0
1770702541.015867,23.44.229.231,10.1.91.172,58483,0
1770702541.0173025,10.1.91.172,23.44.229.231,443,0
1770702541.0191214,23.44.229.231,10.1.91.172,58483,0
1770702541.0204117,10.1.91.172,23.44.229.231,443,0
1770702541.0215757,10.1.91.172,104.18.80.204,443,0
1770702541.023221,23.44.229.231,10.1.91.172,58483,0
1770702541.0244493,23.44.229.231,10.1.91.172,58483,0
1770702541.0252788,10.1.91.172,23.44.229.231,443,0
1770702541.026084,23.44.229.231,10.1.91.172,58483,0
1770702541.029726,10.1.91.172,23.44.229.231,443,0
1770702541.0308294,23.44.229.231,10.1.91.172,58483,0
1770702541.0314813,10.1.91.172,23.44.229.231,443,0
1770702541.0332656,23.44.229.231,10.1.91.172,58483,0
1770702541.0345912,23.44.229.231,10.1.91.172,58483,0
1770702541.035562,10.1.91.172,23.44.229.231,443,0
1770702541.0365865,52.203.72.142,10.1.91.172,50105,0
1770702541.0385766,52.203.72.142,10.1.91.172,50105,0
1770702541.0402503,52.203.72.142,10.1.91.172,50105,0
1770702541.041302,10.1.91.172,52.203.72.142,443,0
1770702541.042864,52.203.72.142,10.1.91.172,50105,0
1770702541.044402,23.44.229.231,10.1.91.172,58483,0
1770702541.0454397,10.1.91.172,23.44.229.231,443,0
1770702541.0467634,23.44.229.231,10.1.91.172,58483,0
1770702541.0478098,10.1.91.172,23.44.229.231,443,0
1770702541.0489628,10.1.91.172,52.203.72.142,443,0
1770702541.0500789,10.1.91.172,52.203.72.142,443,0
1770702541.051286,10.1.91.172,52.203.72.142,443,0
1770702541.0525217,10.1.91.172,52.203.72.142,443,0
1770702541.0537713,10.1.91.172,52.203.72.142,443,0
1770702541.054644,10.1.91.172,52.203.72.142,443,0
1770702541.055348,10.1.91.172,109.176.239.69,443,0
1770702541.0562837,10.1.91.172,109.176.239.69,443,0
1770702541.0571964,10.1.91.172,104.18.8.132,443,0
1770702541.058447,10.1.91.172,104.18.8.132,443,0
1770702541.0594718,10.1.91.172,104.18.8.132,443,0
1770702541.0600948,10.1.91.172,104.18.8.132,443,0
1770702541.07539,104.18.8.132,10.1.91.172,56583,0
1770702541.0767329,104.18.8.132,10.1.91.172,56583,0
1770702541.0778866,104.18.8.132,10.1.91.172,56583,0
1770702541.0789454,104.18.8.132,10.1.91.172,56583,0
1770702541.080033,109.176.239.69,10.1.91.172,57092,0
1770702541.081112,109.176.239.69,10.1.91.172,57092,0
1770702541.0823379,74.162.106.40,10.1.91.172,53478,0
1770702541.0934057,23.46.216.207,10.1.91.172,63146,0
1770702541.0950413,23.46.216.207,10.1.91.172,63146,0
1770702541.0965943,23.46.216.207,10.1.91.172,63146,0
1770702541.0994906,109.176.239.69,10.1.91.172,57092,0
1770702541.1131308,23.46.216.207,10.1.91.172,57437,0
1770702541.1137936,23.46.216.207,10.1.91.172,57437,0
1770702541.1143885,23.46.216.207,10.1.91.172,57437,0
1770702541.1155138,10.1.91.172,23.46.216.207,443,0
1770702541.1165814,10.1.91.172,23.46.216.207,443,0
1770702541.1399508,10.1.91.172,172.66.0.227,443,0
1770702541.1416295,10.1.91.172,172.66.0.227,443,0
1770702541.1432762,10.1.91.172,172.66.0.227,443,0
1770702541.1447866,10.1.91.172,172.66.0.227,443,0
1770702541.1472788,10.1.91.172,23.46.216.207,443,0
1770702541.1484942,10.1.91.172,23.46.216.207,443,0
1770702541.1505206,10.1.91.172,52.57.65.125,443,1
1770702541.176625,10.1.91.172,109.176.239.69,443,0
1770702541.205742,172.66.0.227,10.1.91.172,64686,0
1770702541.2071085,172.66.0.227,10.1.91.172,64686,0
1770702541.2081995,172.66.0.227,10.1.91.172,63324,0
1770702541.209527,172.66.0.227,10.1.91.172,63324,0
1770702541.237585,52.203.72.142,10.1.91.172,52862,0
1770702541.238847,52.203.72.142,10.1.91.172,50105,0
1770702541.2401276,52.203.72.142,10.1.91.172,50105,0
1770702541.2430696,52.203.72.142,10.1.91.172,50105,0
1770702541.2449715,52.203.72.142,10.1.91.172,50105,0
1770702541.2460659,52.203.72.142,10.1.91.172,50105,0
1770702541.2472072,52.203.72.142,10.1.91.172,50105,0
1770702541.2503707,10.1.91.172,52.203.72.142,443,0
1770702541.251509,10.1.91.172,52.203.72.142,443,0
1770702541.2527092,52.203.72.142,10.1.91.172,50105,0
1770702541.2548535,23.44.229.231,10.1.91.172,58483,0
1770702541.2556043,10.1.91.172,52.203.72.142,443,0
1770702541.2566936,10.1.91.172,23.44.229.231,443,0
1770702541.2579753,10.1.91.172,52.203.72.142,443,0
1770702541.259775,23.44.229.231,10.1.91.172,58483,0
1770702541.260796,10.1.91.172,23.44.229.231,443,0
1770702541.2613888,23.44.229.231,10.1.91.172,58483,0
1770702541.262576,23.44.229.231,10.1.91.172,58483,0
1770702541.2633839,23.44.229.231,10.1.91.172,58483,0
1770702541.2647254,10.1.91.172,23.44.229.231,443,0
1770702541.2659392,23.44.229.231,10.1.91.172,50455,0
1770702541.2672968,23.44.229.231,10.1.91.172,50455,0
1770702541.2679973,23.44.229.231,10.1.91.172,50455,0
1770702541.268824,10.1.91.172,23.44.229.231,443,0
1770702541.2702975,23.44.229.231,10.1.91.172,58483,0
1770702541.272156,23.44.229.231,10.1.91.172,58483,0
1770702541.2734141,10.1.91.172,23.44.229.231,443,0
1770702541.2752075,23.44.229.231,10.1.91.172,58483,0
1770702541.2763405,10.1.91.172,23.44.229.231,443,0
1770702541.2794921,23.44.229.231,10.1.91.172,58483,0
1770702541.2805655,10.1.91.172,23.44.229.231,443,0
1770702541.2820504,23.44.229.231,10.1.91.172,58483,0
1770702541.2834136,23.44.229.231,10.1.91.172,58483,0
1770702541.284918,23.44.229.231,10.1.91.172,58483,0
1770702541.2860687,10.1.91.172,23.44.229.231,443,0
1770702541.287812,23.44.229.231,10.1.91.172,58483,0
1770702541.2888093,10.1.91.172,23.44.229.231,443,0
1770702541.2906415,23.44.229.231,10.1.91.172,58483,0
1770702541.2916126,10.1.91.172,23.44.229.231,443,0
1770702541.2929406,23.44.229.231,10.1.91.172,58483,0
1770702541.2938972,10.1.91.172,23.44.229.231,443,0
1770702541.2948983,23.44.229.231,10.1.91.172,58483,0
1770702541.2961235,104.18.8.132,10.1.91.172,56583,0
1770702541.2973228,104.18.8.132,10.1.91.172,56583,0
1770702541.2984407,104.18.8.132,10.1.91.172,56583,0
1770702541.2994084,10.1.91.172,23.44.229.231,443,0
1770702541.3003519,10.1.91.172,104.18.8.132,443,0
1770702541.3037288,23.44.229.231,10.1.91.172,58483,0
1770702541.3048506,10.1.91.172,23.44.229.231,443,0
1770702541.3070707,52.203.72.142,10.1.91.172,50105,0
1770702541.3086762,52.203.72.142,10.1.91.172,50105,0
1770702541.3099837,52.203.72.142,10.1.91.172,50105,0
1770702541.3110707,10.1.91.172,52.203.72.142,443,0
1770702541.3127768,23.44.229.231,10.1.91.172,58483,0
1770702541.3137732,10.1.91.172,23.44.229.231,443,0
1770702541.3151278,104.18.8.132,10.1.91.172,56583,0
1770702541.3167222,104.18.8.132,10.1.91.172,56583,0
1770702541.318038,104.18.8.132,10.1.91.172,56583,0
1770702541.3185682,10.1.91.172,104.18.8.132,443,0
1770702541.319196,52.57.65.125,10.1.91.172,58493,0
1770702541.3197083,10.1.91.172,52.57.65.125,443,0
1770702541.321217,10.1.91.172,52.57.65.125,443,0
1770702541.3224463,10.1.91.172,52.57.65.125,443,0
1770702541.323683,172.66.0.227,10.1.91.172,64686,0
1770702541.3243535,172.66.0.227,10.1.91.172,64686,0
1770702541.3259,10.1.91.172,172.66.0.227,443,0
1770702541.326917,23.46.216.207,10.1.91.172,63146,0
1770702541.3294563,172.66.0.227,10.1.91.172,64686,0
1770702541.330845,172.66.0.227,10.1.91.172,64686,0
1770702541.331861,172.66.0.227,10.1.91.172,64686,0
1770702541.3330443,23.46.216.207,10.1.91.172,57437,0
1770702541.3341742,10.1.91.172,172.66.0.227,443,0
1770702541.335641,23.46.216.207,10.1.91.172,55198,0
1770702541.3367717,23.46.216.207,10.1.91.172,55198,0
1770702541.33772,23.46.216.207,10.1.91.172,55198,0
1770702541.3390765,10.1.91.172,23.46.216.207,443,0
1770702541.3416307,52.203.72.142,10.1.91.172,50105,0
1770702541.3438725,52.203.72.142,10.1.91.172,50105,0
1770702541.3461406,10.1.91.172,52.203.72.142,443,0
1770702541.3484137,52.203.72.142,10.1.91.172,50105,0
1770702541.3498535,52.203.72.142,10.1.91.172,50105,0
1770702541.3513029,52.203.72.142,10.1.91.172,50105,0
1770702541.3520133,10.1.91.172,52.203.72.142,443,0
1770702541.3526988,172.66.0.227,10.1.91.172,63324,0
1770702541.3533967,172.66.0.227,10.1.91.172,63324,0
1770702541.3540444,172.66.0.227,10.1.91.172,63324,0
1770702541.3547306,10.1.91.172,172.66.0.227,443,0
1770702541.3588212,172.66.0.227,10.1.91.172,63324,0
1770702541.360083,172.66.0.227,10.1.91.172,63324,0
1770702541.3613064,172.66.0.227,10.1.91.172,63324,0
1770702541.3634424,10.1.91.172,172.66.0.227,443,0
1770702541.3833349,10.1.91.172,109.176.239.69,443,0
1770702541.3847406,52.57.65.125,10.1.91.172,58493,0
1770702541.3857846,52.57.65.125,10.1.91.172,58493,0
1770702541.3863418,52.57.65.125,10.1.91.172,58493,0
1770702541.386976,52.57.65.125,10.1.91.172,58493,0
1770702541.3878365,52.57.65.125,10.1.91.172,58493,0
1770702541.3883681,10.1.91.172,52.57.65.125,443,0
1770702541.3890667,52.57.65.125,10.1.91.172,58493,0
1770702541.3897164,52.57.65.125,10.1.91.172,58493,0
1770702541.3903406,52.57.65.125,10.1.91.172,58493,0
1770702541.3908484,10.1.91.172,52.57.65.125,443,0
1770702541.3914614,10.1.91.172,52.57.65.125,443,0
1770702541.3922067,10.1.91.172,52.57.65.125,443,0
1770702541.393116,10.1.91.172,52.57.65.125,443,0
1770702541.3937654,10.1.91.172,52.57.65.125,443,0
1770702541.3968158,10.1.91.172,109.176.239.69,443,0
1770702541.3975413,10.1.91.172,109.176.239.69,443,0
1770702541.3980837,52.203.72.142,10.1.91.172,50105,0
1770702541.4080365,10.1.91.172,23.44.229.231,443,0
1770702541.409202,10.1.91.172,23.46.216.207,443,0
1770702541.4104366,10.1.91.172,104.17.91.187,443,1
1770702541.4395154,104.17.91.187,10.1.91.172,50475,0
1770702541.4407184,109.176.239.69,10.1.91.172,57092,0
1770702541.441888,10.1.91.172,104.17.91.187,443,0
1770702541.443555,10.1.91.172,104.17.91.187,443,0
1770702541.4454749,10.1.91.172,104.17.91.187,443,0
1770702541.4470608,109.176.239.69,10.1.91.172,57092,0
1770702541.4484193,104.17.91.187,10.1.91.172,50475,0
1770702541.4507678,104.17.91.187,10.1.91.172,50475,0
1770702541.4520624,10.1.91.172,104.17.91.187,443,0
1770702541.453784,10.1.91.172,104.17.91.187,443,0
1770702541.455528,10.1.91.172,104.17.91.187,443,0
1770702541.4600203,10.1.91.172,20.42.65.93,443,0
1770702541.4615977,10.1.91.172,23.46.216.207,443,0
1770702541.4630005,10.1.91.172,23.46.216.207,443,0
1770702541.464254,10.1.91.172,23.46.216.207,443,0
1770702541.4667394,10.1.91.172,109.176.239.69,443,0
1770702541.560489,104.17.91.187,10.1.91.172,50475,0
1770702541.5629988,104.17.91.187,10.1.91.172,50475,0
1770702541.564641,52.57.65.125,10.1.91.172,58493,0
1770702541.566783,52.57.65.125,10.1.91.172,58493,0
1770702541.5680604,52.57.65.125,10.1.91.172,58493,0
1770702541.5883813,10.1.91.172,104.17.91.187,443,0
1770702541.5909274,52.57.65.125,10.1.91.172,58493,0
1770702541.5965714,10.1.91.172,18.97.36.78,443,1
1770702541.5975535,10.1.91.172,104.17.91.187,443,0
1770702541.599658,10.1.91.172,52.57.65.125,443,0
1770702541.6014502,23.44.229.231,10.1.91.172,50455,0
1770702541.6568112,23.46.216.207,10.1.91.172,55198,0
1770702541.658446,104.17.91.187,10.1.91.172,50475,0
1770702541.6811173,109.176.239.69,10.1.91.172,57092,0
1770702541.6837308,109.176.239.69,10.1.91.172,57092,0
1770702541.6852808,109.176.239.69,10.1.91.172,57092,0
1770702541.687129,10.1.91.172,109.176.239.69,443,0
1770702541.6930168,104.17.91.187,10.1.91.172,50475,0
1770702541.6949918,104.17.91.187,10.1.91.172,50475,0
1770702541.6965408,10.1.91.172,104.17.91.187,443,0
1770702541.6985512,10.1.91.172,109.176.239.69,443,0
1770702541.7163002,10.1.91.172,23.61.246.197,443,0
1770702541.7184772,10.1.91.172,23.61.246.197,443,0
1770702541.7205856,10.1.91.172,23.61.246.197,443,0
1770702541.723871,23.46.216.207,10.1.91.172,65315,0
1770702541.7263737,23.46.216.207,10.1.91.172,65315,0
1770702541.728127,10.1.91.172,23.46.216.207,443,0
1770702541.7307098,23.46.216.207,10.1.91.172,65315,0
1770702541.7323875,20.42.65.93,10.1.91.172,50773,0
1770702541.734335,52.57.65.125,10.1.91.172,58493,0
1770702541.7365503,52.57.65.125,10.1.91.172,58493,0
1770702541.738467,10.1.91.172,52.57.65.125,443,0
1770702541.741209,23.46.216.207,10.1.91.172,65315,0
1770702541.7432053,10.1.91.172,23.46.216.207,443,0
1770702541.746166,23.46.216.207,10.1.91.172,65315,0
1770702541.747515,10.1.91.172,23.46.216.207,443,0
1770702541.7501712,23.46.216.207,10.1.91.172,65315,0
1770702541.7512476,10.1.91.172,23.46.216.207,443,0
1770702541.7570415,23.46.216.207,10.1.91.172,65315,0
1770702541.7580223,10.1.91.172,23.46.216.207,443,0
1770702541.7740443,23.46.216.207,10.1.91.172,65315,0
1770702541.7760453,10.1.91.172,23.46.216.207,443,0
1770702541.7815876,10.1.91.172,23.46.216.207,443,0
1770702541.7877085,18.97.36.78,10.1.91.172,60020,0
1770702541.7888994,109.176.239.69,10.1.91.172,57092,0
1770702541.7898355,10.1.91.172,18.97.36.78,443,0
1770702541.7913573,10.1.91.172,18.97.36.78,443,0
1770702541.792564,10.1.91.172,18.97.36.78,443,0
1770702541.7953043,23.46.216.207,10.1.91.172,65315,0
1770702541.7962086,10.1.91.172,23.46.216.207,443,0
1770702541.7996716,23.46.216.207,10.1.91.172,65315,0
1770702541.8005037,10.1.91.172,23.46.216.207,443,0
1770702541.8034127,23.46.216.207,10.1.91.172,65315,0
1770702541.8047957,10.1.91.172,23.46.216.207,443,0
1770702541.8331194,23.46.216.207,10.1.91.172,65315,0
1770702541.8344185,10.1.91.172,23.46.216.207,443,0
1770702541.835743,23.46.216.207,10.1.91.172,65315,0
1770702541.8365457,10.1.91.172,23.46.216.207,443,0
1770702541.837355,10.1.91.172,3.5.134.20,443,1
1770702541.838523,10.1.91.172,3.5.134.20,443,1
1770702541.8399274,10.1.91.172,3.5.134.20,443,1
1770702541.8411665,10.1.91.172,3.5.134.20,443,1
1770702541.842686,10.1.91.172,3.5.134.20,443,1
1770702541.8438835,10.1.91.172,3.5.134.20,443,1
1770702541.8521245,23.46.216.207,10.1.91.172,65315,0
1770702541.8529418,10.1.91.172,23.46.216.207,443,0
1770702541.8559113,10.1.91.172,109.176.239.69,443,0
1770702541.857149,10.1.91.172,109.176.239.69,443,0
1770702541.8584955,10.1.91.172,109.176.239.69,443,0
1770702541.859331,109.176.239.69,10.1.91.172,59082,0
1770702541.8600495,109.176.239.69,10.1.91.172,59082,0
1770702541.8607833,109.176.239.69,10.1.91.172,59082,0
1770702541.8645802,10.1.91.172,23.46.216.207,443,0
1770702541.8661473,23.46.216.207,10.1.91.172,65315,0
1770702541.867468,10.1.91.172,23.46.216.207,443,0
1770702541.870883,23.46.216.207,10.1.91.172,65315,0
1770702541.8719954,23.46.216.207,10.1.91.172,65315,0
1770702541.8727193,10.1.91.172,23.46.216.207,443,0
1770702541.8745785,10.1.91.172,52.203.72.142,443,0
1770702541.875602,10.1.91.172,52.203.72.142,443,0
1770702541.8768716,23.46.216.207,10.1.91.172,65315,0
1770702541.877617,10.1.91.172,23.46.216.207,443,0
1770702541.8844614,23.46.216.207,10.1.91.172,65315,0
1770702541.8853905,10.1.91.172,23.46.216.207,443,0
1770702541.886527,23.46.216.207,10.1.91.172,65315,0
1770702541.888138,10.1.91.172,23.46.216.207,443,0
1770702541.9008625,23.46.216.207,10.1.91.172,65315,0
1770702541.9017298,10.1.91.172,23.46.216.207,443,0
1770702541.92075,23.46.216.207,10.1.91.172,65315,0
1770702541.922423,10.1.91.172,23.46.216.207,443,0
1770702541.9293842,23.46.216.207,10.1.91.172,65315,0
1770702541.9306931,10.1.91.172,23.46.216.207,443,0
1770702541.9550767,23.46.216.207,10.1.91.172,65315,0
1770702541.9564557,23.61.246.197,10.1.91.172,58074,0
1770702541.9587765,23.61.246.197,10.1.91.172,58074,0
1770702541.9606183,23.61.246.197,10.1.91.172,58074,0
1770702541.9620821,3.5.134.20,10.1.91.172,52076,0
1770702541.9635608,10.1.91.172,23.46.216.207,443,0
1770702541.964681,10.1.91.172,23.61.246.197,443,0
1770702541.965312,10.1.91.172,3.5.134.20,443,0
1770702541.966753,23.46.216.207,10.1.91.172,65315,0
1770702541.967665,10.1.91.172,23.46.216.207,443,0
1770702541.9687028,3.5.134.20,10.1.91.172,62515,0
1770702541.9697926,10.1.91.172,3.5.134.20,443,0
1770702541.971694,10.1.91.172,3.5.134.20,443,0
1770702541.9732857,10.1.91.172,3.5.134.20,443,0
1770702541.9749012,10.1.91.172,3.5.134.20,443,0
1770702541.9757714,3.5.134.20,10.1.91.172,49882,0
1770702541.9774153,10.1.91.172,3.5.134.20,443,0
1770702541.9788892,10.1.91.172,3.5.134.20,443,0
1770702541.9813428,10.1.91.172,3.5.134.20,443,0
1770702541.9838398,10.1.91.172,3.5.134.20,443,0
1770702541.985749,10.1.91.172,52.203.72.142,443,0
1770702541.9883559,10.1.91.172,52.203.72.142,443,0
1770702541.99085,23.46.216.207,10.1.91.172,65315,0
1770702541.9921649,10.1.91.172,23.46.216.207,443,0
1770702541.9978125,23.46.216.207,10.1.91.172,65315,0
1770702541.999174,10.1.91.172,23.46.216.207,443,0
1770702542.0034766,23.46.216.207,10.1.91.172,65315,0
1770702542.0049007,10.1.91.172,23.46.216.207,443,0
1770702542.006211,18.97.36.78,10.1.91.172,60020,0
1770702542.0082865,18.97.36.78,10.1.91.172,60020,0
1770702542.0094967,10.1.91.172,18.97.36.78,443,0
1770702542.0113525,18.97.36.78,10.1.91.172,60020,0
1770702542.013117,18.97.36.78,10.1.91.172,60020,0
1770702542.0143383,10.1.91.172,18.97.36.78,443,0
1770702542.0161068,10.1.91.172,18.97.36.78,443,0
1770702542.0184555,10.1.91.172,18.97.36.78,443,0
1770702542.0308547,3.5.134.20,10.1.91.172,54502,0
1770702542.0314612,10.1.91.172,3.5.134.20,443,0
1770702542.0325432,23.46.216.207,10.1.91.172,65315,0
1770702542.0335836,23.46.216.207,10.1.91.172,65315,0
1770702542.0348067,3.5.134.20,10.1.91.172,63369,0
1770702542.0361948,3.5.134.20,10.1.91.172,63776,0
1770702542.0374832,10.1.91.172,23.46.216.207,443,0
1770702542.0387328,10.1.91.172,3.5.134.20,443,0
1770702542.0402117,10.1.91.172,3.5.134.20,443,0
1770702542.0421112,10.1.91.172,3.5.134.20,443,0
1770702542.0439956,10.1.91.172,3.5.134.20,443,0
1770702542.0489569,10.1.91.172,3.5.134.20,443,0
1770702542.0503051,10.1.91.172,3.5.134.20,443,0
1770702542.0521047,10.1.91.172,3.5.134.20,443,0
