total_packets,unique_ports,syn_packets,syn_ratio,avg_packet_size,packet_rate
1,1,0,0.0,119.0,0.2
162,3,0,0.0,1748.79012345679,32.4
6,3,0,0.0,271.6666666666667,1.2
14,1,0,0.0,79.71428571428571,2.8
1,1,0,0.0,724.0,0.2
2,1,0,0.0,271.0,0.4
1,1,0,0.0,166.0,0.2
5,1,0,0.0,702.8,1.0
2,2,0,0.0,56.0,0.4
9,1,0,0.0,61.0,1.8
33,2,0,0.0,921.3636363636364,6.6
2,1,0,0.0,336.0,0.4
1,1,0,0.0,107.0,0.2
1,1,0,0.0,959.0,0.2
1,1,0,0.0,267.0,0.2
3,1,0,0.0,91.0,0.6
1,1,0,0.0,510.0,0.2
1,1,0,0.0,82.0,0.2
1,1,0,0.0,484.0,0.2
1,1,0,0.0,119.0,0.2
3,1,0,0.0,70.0,0.6
1,1,0,0.0,103.0,0.2
241,1,0,0.0,1669.941908713693,48.2
398,4,3,0.007537688442211055,119.71608040201005,79.6
180,1,0,0.0,1903.3333333333333,36.0
10,2,0,0.0,226.3,2.0
9,1,0,0.0,75.11111111111111,1.8
1,1,0,0.0,963.0,0.2
54,2,0,0.0,497.44444444444446,10.8
1,1,0,0.0,119.0,0.2
1,1,0,0.0,119.0,0.2
1,1,0,0.0,302.0,0.2
5,1,0,0.0,140.0,1.0
1,1,0,0.0,267.0,0.2
1,1,0,0.0,724.0,0.2
1,1,0,0.0,924.0,0.2
1,1,0,0.0,119.0,0.2
12,1,0,0.0,995.4166666666666,2.4
2,1,0,0.0,379.5,0.4
